Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N),Normal Force (N)
340.9,335.88,344.71,329.48,368.82,307.28,358.01,335.14
340.92,335.61,345.15,330,369.25,307.63,358.15,335.25
340.63,335.37,345.38,329.54,368.42,307.52,357.82,335.01
340.62,335.96,345.81,329.97,368.69,307.38,358.39,335.71
340.63,335.23,345.87,330,368.5,307.73,358.5,335.91
340.65,335.2,346.08,329.05,367.73,308,357.9,335.72
340.22,335.09,346.32,329.54,367.86,308.41,358.42,335.89
340.9,335.59,346.03,329.54,366.67,308.22,357.91,336.35
340.44,335.53,346.1,329.4,366.92,308.41,357.48,336.35
340.81,335.2,346.62,328.91,367.29,308.3,357.32,336.57
340.43,335.55,346.54,329.13,366.86,308.9,357.73,336.46
340.76,334.85,346.75,328.97,366.33,308.76,357.58,336.9
340.27,335.47,346.91,328.81,366.43,309.26,357.51,336.95
340.67,335.34,346.91,328.84,365.79,310.18,357.27,337.25
340.24,335.44,347.2,329,365.39,309.49,356.47,337.44
340.65,334.9,347.25,328.92,365.25,310.34,356.84,337.93
340.57,335.36,347.04,329,364.68,310.28,356.84,337.94
340.71,334.79,346.93,328.65,364.84,310.74,356.74,338.15
340.66,334.84,347.33,328.76,364.9,311.4,355.95,338.34
340.51,334.84,347.39,328.35,364.79,311.23,355.64,338.05
340.38,334.65,347.3,328.49,364.45,311.89,355.64,338.57
340.52,334.7,347.23,327.84,363.82,312.05,355,338.83
340.68,334.54,347.43,327.95,363.93,312.4,354.86,339.05
340.28,334.08,347.06,327.86,363.37,312.67,354.41,338.83
340.46,334.43,347.43,327.54,363.32,313.29,354.17,339.22
340.95,333.86,347.57,327.65,363.02,313.3,354.14,339.57
340.52,334.08,347.48,327.4,362.83,313.87,353.77,340.09
340.25,333.92,347.8,327.6,362.51,313.93,353.59,340.28
340.71,334.11,347.53,327.16,362.48,313.9,353.03,339.79
341.01,333.92,347.46,327.68,362.24,314.53,352.72,340.25
340.57,334.06,347.13,326.94,361.83,314.68,352.52,339.77
340.41,333.92,347.48,327.27,361.29,315.39,352.39,339.6
340.6,333.59,347.48,326.9,361.11,315.42,351.64,340.52
340.93,333.65,347.37,327.41,361.05,315.56,351.48,340.09
341.09,334.27,347.77,327.03,360.73,315.34,351.51,340.39
340.41,333.84,347.75,327.06,361.3,316.13,350.97,340.2
340.69,334.38,347.5,327.11,360.41,315.88,350.53,340.25
340.98,333.86,347.83,327.27,360.55,316.26,350.53,339.55
340.63,333.86,347.66,327.06,360.36,316.88,349.76,339.79
340.9,334.11,347.74,327.06,360.19,316.8,349.67,339.7
340.63,334.11,347.95,326.98,359.92,317.07,349.84,339.66
340.36,333.56,347.68,326.52,359.63,317.08,349.28,339.25
340.84,334.06,347.47,326.54,360.04,317.43,348.8,339.16
341.12,334.11,347.6,326.03,359.71,317.57,348.13,339.3
341.11,334.24,347.28,327.11,359.58,318.33,348.46,339.05
340.93,333.86,347.73,326.89,359.9,318.68,348.19,338.31
341.12,333.91,347.52,326.54,359.38,318.62,348.03,338.42
341.06,334.16,347.4,327.01,358.92,318.73,347.82,337.86
341.06,334.33,347.79,326.65,358.87,319.52,347.5,337.82
341.08,333.91,347.7,326.41,359.01,319.9,347.2,337.23
341.55,334.16,347.68,326.71,358.87,319.85,347.13,337.41
341.41,334.24,347.8,326.3,358.82,320.34,346.54,337.01
341.5,334.3,347.54,326.46,358.73,320.01,346.27,336.95
341.57,334.13,347.78,326.79,358.27,320.74,346.46,335.95
341.24,333.86,347.91,326.6,358.76,320.69,346.01,335.97
341.67,334.68,348.12,326.92,359.43,321.39,344.99,335.56
341.11,334.16,347.89,327.36,358.41,321.91,344.92,334.83
341.43,334.3,347.85,327.22,358.91,321.48,344.97,334.77
341.38,333.97,347.93,326.56,359.08,321.77,345,333.95
341.57,334.24,348.01,327.34,359.62,322.05,344.36,333.66
341.06,334.3,348.23,327.04,359.56,322.32,343.72,333.11
341.56,333.75,347.88,326.88,359.64,322.37,343.31,332.14
341.25,333.48,348,327.23,359.83,321.75,342.91,332.48
341.6,333.89,348.17,327.04,359.96,322.46,342.72,330.99
341.76,333.4,348.47,326.99,360.04,322.19,342.3,330.82
341.59,333.86,348.63,327.5,359.93,322.02,341.82,330.61
341.58,333.78,348.67,327.1,360.39,322.46,341.22,329.87
341.47,333.46,348.58,327.59,359.87,323.08,340.75,329.3
341.57,333.46,348.45,327.32,360.01,322.94,340.02,328.84
341.19,333.7,348.73,327.51,360.14,323.03,339.57,327.97
341.49,333.68,348.65,327.86,360.71,323.63,338.95,327.53
341.56,333.59,348.85,327.67,360.73,323.35,338.2,326.69
341.54,333.24,348.58,327.53,360.83,323.87,337.56,326.45
341.62,333.54,348.83,327.67,360.81,323.68,336.53,325.82
341.41,333.56,349.12,327.92,360.9,323.65,335.9,325.76
341.41,333.56,349.01,327.46,360.52,323.6,334.96,324.54
341.57,333.95,349.28,327.81,360.59,324.06,334.26,323.67
342.01,333.19,349.12,327.89,360.67,324.13,333.53,323.02
341.57,333.43,349.25,328.35,360.89,325.09,332.22,322.26
342.08,333.41,349.49,328.03,360.84,325.09,331.36,321.34
341.78,333.19,349.81,328.52,360.85,324.65,329.72,320.84
341.95,333.65,349.54,328.38,360.34,325.14,328.97,320.03
341.79,333.46,350,328.79,360.56,325.44,328.19,319.13
341.81,333.08,350.21,329.25,360.07,325.8,327.01,318.21
341.76,333.43,350.02,329.23,360.37,326.39,325.37,317.89
341.71,333.46,350.39,329.17,360.43,325.82,324.67,316.77
341.84,333.71,350.62,329.45,360.34,326.39,323.21,316.12
341.76,333.44,350.43,329.42,360.31,326.79,322.38,314.93
342.35,333.3,351.04,329.42,359.85,326.91,320.85,314.36
342.22,333.25,351.18,330.29,360.04,327.26,319.4,313.27
342.22,333.6,351.15,330.26,360.55,327.07,318.29,311.97
342.38,333.54,351.18,330.4,360.22,327.8,316.82,311.06
341.84,333.71,350.93,330.62,360.37,328.33,315.68,310.48
341.76,333.95,351.02,330.78,360.14,328.07,314.39,309.2
341.85,334.01,351.12,330.97,360.3,328.48,312.94,307.85
342.35,333.44,351.53,331.49,360.14,328.62,311.19,307.2
342.22,333.22,351.6,331.38,360.17,328.51,310.16,305.9
342.38,333.28,351.4,331.73,360.04,328.6,309.01,304.82
341.95,333.14,351.93,331.32,359.62,329.28,307.6,303.73
342.17,333.25,351.42,331.65,359.87,329.63,306.23,302.84
342.19,332.9,351.63,331.81,359.64,329.93,305.28,301.76
342.06,333.49,351.58,332.87,359.57,330.09,303.58,300.78
341.28,333.28,351.74,332.63,359.55,330.04,303.26,299.5
342.04,332.84,352.03,332.12,359.35,330.58,302.02,298.26
342.2,332.98,351.57,332.71,359.35,330.48,301.07,297.83
342.37,333.09,351.74,332.25,359.01,330.56,299.86,296.63
341.82,332.96,351.26,333.04,358.95,330.72,299.02,296.53
341.92,333.28,351.49,332.87,358.62,330.86,297.65,294.93
342,332.71,350.95,333.17,358.52,330.99,296.32,295.01
341.65,333.25,351.14,332.61,358.3,330.64,296.7,294.05
341.55,333.19,350.69,333.5,357.87,330.96,295.08,293.28
341.55,332.9,351.1,333.25,358.09,330.81,294.84,292.58
341.33,332.33,350.98,333.23,357.85,331.51,294.34,291.47
341.68,333.17,351.15,333.06,357.53,331.1,293.43,291.07
341.76,332.54,350.56,333.1,357.09,331.08,293,290.66
341.2,332.68,350.02,333.1,356.77,331.32,292.56,289.8
341.75,332.87,350.23,332.85,357.14,331.54,292.64,289.72
341.52,332.17,350.28,332.85,356.66,331.51,292.1,289.21
341.44,332.35,349.69,332.99,356.28,331.59,292.18,289.22
341.49,332.49,349.53,332.75,356.25,331.86,291.61,289
341.23,332.05,349.88,332.85,356.23,331.37,291.99,287.97
341.52,332.38,349.45,332.72,355.64,331.46,292.83,288.25
341.41,332.68,349.75,332.23,355.15,331.84,293.47,287.68
341.23,331.84,349.3,332.32,355.31,331.62,293.04,287.68
341.6,331.7,348.95,332.37,355.04,331.94,293.12,287.06
341.09,331.95,348.86,332.07,354.4,331.94,293.73,287.17
341.16,331.81,348.72,331.71,354.27,332.08,294.2,287.39
341.39,331.95,348.75,331.61,353.91,331.89,295.11,287.36
340.84,332.17,348.63,331.55,353.64,331.82,295.14,287.45
341.3,331.49,349.02,331.39,353.89,332.03,295.57,287.37
340.95,331.62,348.11,330.58,352.99,332.06,295.9,287.04
341.36,331.68,348.06,330.63,353.22,331.87,296.39,287.16
341.14,331.81,348.22,330.44,352.81,332.17,296.58,286.37
340.87,331.27,347.98,330.38,352.41,332.19,297.33,286.43
340.74,331.52,347.73,330.3,352.31,332,297.82,286.26
341.12,331.82,347.75,329.89,352.13,331.65,298.21,285.94
341.06,331.65,347.81,329.81,351.97,332.06,298.78,285.94
341.4,331.76,347.76,329.38,351.28,332.25,299.16,286.16
340.93,330.84,347.71,329.38,351.33,332.35,299.24,285.99
340.71,331.11,348.03,329.13,351.22,332.36,299.82,285.97
341.02,331.46,347.49,328.89,351.57,332.79,300.05,286
340.62,331.82,347.98,328.81,350.77,332.69,300.62,285.61
340.93,331.38,347.82,329,350.63,332.77,300.59,284.45
340.4,331.63,347.47,328.61,350.86,332.9,301.27,283.96
340.83,331.6,347.8,328.18,351,333.04,301.46,284.18
341,331.65,347.31,328.42,350.98,333.04,301.97,283.99
341.02,331.63,347.75,327.99,350.77,332.9,301.98,282.93
340.87,331.44,347.96,327.75,350.91,332.88,302.15,282.68
340.74,331.71,347.25,327.37,350.81,332.39,302.33,282.76
340.86,331.59,347.71,327.23,351.45,332.66,302.77,282.34
340.97,331.38,347.81,327.04,350.81,332.64,302.62,281.39
341.08,331.9,348.1,326.79,350.7,332.64,302.75,280.57
340.89,331.49,348.05,326.9,350.79,332.74,302.81,279.56
341.21,331.49,347.5,327.13,350.83,332.56,303.46,279.68
341.75,331.93,347.93,326.82,350.89,332.67,303.32,278.43
341.4,331.63,347.9,326.18,351.1,332.61,303.28,277.85
341.51,331.46,347.79,326.31,350.48,332.67,303.23,276.05
340.85,331.71,348.07,326.28,350.87,332.35,302.88,275.68
340.9,331.65,347.91,326.46,350.91,332.89,302.56,274.07
341.32,331.68,348.5,325.98,351.44,332.67,302.33,273.39
341.58,331.71,348.68,326.2,351.21,332.67,302.47,272.44
341.62,331.63,348.68,325.87,351.14,332.69,302.21,270.45
340.97,331.63,348.67,325.81,351.47,332.81,301.92,270.13
341.02,331.3,349.17,325.44,351.23,332.59,301.66,268.33
341.74,331.64,349.62,325.3,350.91,333.13,301.07,266.43
341.51,331.47,349.33,325.76,351.36,333.22,300.69,265.43
341.32,331.53,349.78,325.74,350.98,332.88,300.34,264.27
341.91,331.53,349.68,325.02,351.5,332.94,299.32,261.98
341.58,331.39,349.67,325.13,351.9,332.62,298.93,260.75
341.56,331.12,349.76,325.14,351.17,333.27,298.49,259.29
341.74,331.22,350.43,324.72,351.33,333.4,298.18,257.71
342.12,331.26,349.75,324.72,351.04,333.3,296.83,256.05
341.75,331.29,350.32,324.42,351.38,333.41,296.05,254.42
341.96,331.09,350.32,324.38,352.16,333.6,295.71,253.47
341.64,330.55,350.45,324.62,351.54,333.22,294.71,252.25
341.66,330.93,350.24,324.1,352.18,333.3,293.31,250.42
341.52,330.99,350.53,324.23,351.51,333.43,292.1,248.39
341.15,331.31,350.29,323.42,352.32,333.63,291.37,246.95
341.69,331.4,350.53,323.51,352.42,333.82,290.03,245.51
342.22,330.74,350.46,323.32,352.21,333.87,289.52,244.2
342.27,331.4,350.35,323.51,352.5,334.04,288.36,242.87
341.74,330.85,350.32,322.99,352.55,334.25,287.29,241.96
341.5,330.37,350.57,322.77,352.26,333.77,286.14,240.22
341.77,330.72,350.53,322.85,352.83,334.28,284.31,238.81
342.55,330.53,350.32,322.6,352.72,334.23,282.66,237.26
342.43,330.91,349.94,322.91,352.45,334.2,281.67,236.2
342.62,331.05,350.32,322.44,352.45,334.48,280.65,235.16
342.46,331.14,349.98,322.66,352.66,334.32,279.55,234.25
342.19,330.64,349.54,321.96,352.31,334.23,277.56,233.25
342.67,330.99,350.06,321.82,352.65,334.47,276.46,232.73
342.76,331.26,349.73,322.28,352.39,334.81,274.68,231.12
342.62,331.15,349.63,322.09,352.25,334.61,273.38,230.42
342.8,330.94,349.13,322.06,351.8,334.61,272.08,229.66
342.67,331.24,349.54,321.61,352.19,334.89,270.76,229.16
343.2,331.02,349.06,321.61,351.98,334.29,269.25,228.56
342.88,331.46,348.74,321.71,351.64,335.02,267.67,228.32
343.04,331.22,348.55,321.23,351.74,334.99,266.62,229.08
342.88,331.16,348.5,321.47,351.95,335.4,265.14,228.69
343.01,331.27,348.59,320.93,351.63,335.48,263.33,228.59
343.23,331.33,348.96,320.68,351.76,335.32,262.16,228.63
343.18,331.43,348.4,321.2,351.6,335.67,260.96,229.28
343.71,331.68,347.72,320.35,351.46,336.02,259.72,229.48
343.67,331.49,347.48,320.51,351.38,335.92,258.26,229.88
343.55,331.96,347.93,320.46,351.4,336.27,257.34,230.12
344.04,332.01,347.9,320.62,351.6,336.3,256.43,230.52
343.88,331.85,347.81,320,351.37,336.76,255.57,231.44
344.18,332.12,346.83,320.36,351.18,336.84,253.86,232.04
343.77,332.5,347.54,320.16,351.35,336.76,253.66,232.61
343.93,332.01,347.46,320.52,351.53,337.36,252.6,233.86
344.31,332.37,347.43,320.05,351.26,337.2,252.4,234.97
344.06,332.4,347.19,320.3,351.63,337.41,252.08,235.43
344.04,332.4,347.51,319.73,351.53,338.12,251.25,236.46
344.49,332.05,347.27,320.09,350.72,338.67,250.95,237.38
344.35,332.75,346.89,320.32,351.77,338.64,250.98,238.39
344.25,332.37,346.62,320.03,351.04,338.89,251,239.69
344.6,333.02,346.62,319.73,351.65,338.99,250.68,240.78
344.66,332.59,347.06,319.83,351.52,339.08,250.57,241.43
344.6,333,346.89,319.54,351.87,339.48,250.89,242.68
344.62,332.57,346.74,319.78,352.25,338.75,250.75,243.61
344.17,332.89,346.92,319.89,352,338.89,251.16,244.7
344.22,332.34,346.71,319.65,352.03,339.08,252.05,246.14
344.68,333.38,346.87,319.51,352.3,339.16,252.74,247.56
344.03,332.84,346.55,319.24,352.25,339.43,253.74,248.66
344.38,333.27,346.27,319.46,352.46,339.6,254.19,249.49
344.84,332.62,346.2,319.78,352.59,339.54,255.55,250.14
344.85,332.92,346.42,319.19,351.78,339.38,256.28,251.5
344.47,333.16,346.45,319.68,352.59,339.54,257.4,252.73
344.6,332.97,346.44,319.4,352.58,339.33,258.24,254.34
344.91,332.78,346.71,319.33,352.4,339.57,259.92,254.89
344.57,332.92,346.37,319.38,352.5,339.16,261.11,255.89
344.62,332.59,346.34,319.15,352.72,339.47,262.4,257.17
344.63,332.4,346.53,319.67,352.29,339.71,264.46,258.77
344.84,332.62,346.41,319.87,353.02,339.41,266.36,260.35
344.38,332.19,346.09,318.86,352.8,338.97,268.31,261.75
344.64,332.38,346.37,319.24,352.66,338.98,269.95,263.05
344.64,332.54,346.53,319.68,353.11,339.01,271.96,264.79
344.75,332.49,346.82,319.7,353.22,338.59,274.16,266.29
344.67,332.48,346.79,319.49,353.31,338.92,276.38,268.28
344.38,332.17,346.39,319.59,353.28,338.02,278.9,268.85
344.89,331.81,346.44,319,353.44,338.24,280.91,270.1
344.92,331.75,346.15,319.26,353.54,337.89,282.89,271.35
344.7,332.27,346.42,318.73,353.37,338.08,285.55,272.66
344.69,332.33,346.58,319.43,353.29,338.08,287.26,273.77
344.38,332.09,346.69,319.51,353.41,338,290.52,274.59
344.69,332.08,347.1,319.11,353.35,338.08,293.1,276.38
344.19,331.68,346.9,319.6,353.72,337.81,295.4,277.14
344.43,332.02,346.85,319.35,353.59,337.81,297.94,277.85
344.5,332.03,347.25,319.57,353.69,337.7,301.41,279.46
344.38,332.16,347.09,319.24,353.64,337.95,303.34,280.33
344.45,331.83,347.12,319.13,353.59,337.57,306.31,281.18
344.53,332.03,347.17,319.51,353.58,337.51,309.81,281.81
344.17,332,347.64,319.78,353.77,337.38,312.29,282.41
344.58,331.53,347.34,320.06,354.13,337.33,313.87,283.05
344.77,331.62,347.45,320.38,353.88,337.27,315.4,283.02
344.77,331.34,347.74,319.62,354.14,337.35,317.96,283.6
344.69,331.75,347.82,319.92,354.47,337.49,319.05,284.42
344.71,331.67,348.15,320.57,353.93,337.21,321.36,285.07
344.76,331.08,347.92,320.41,353.69,337,323.22,285
344.85,331.62,348.43,320.24,354.25,337.16,325.76,285.94
344.77,331.26,348.25,320.41,354.41,336.71,327.26,285.89
344.69,331.05,347.91,320.46,353.84,336.08,329.32,286
344.28,331.18,347.98,321,354.24,336.3,331.03,285.62
344.85,331.45,348.02,320.6,354.05,336.67,331.64,286.05
344.86,331.02,347.72,320.98,354.02,336.54,333.06,286.44
344.73,331.61,347.8,320.63,353.76,336.13,333.75,285.91
345.25,331.46,347.66,321.24,353.83,335.73,335.12,286.54
344.79,331.76,348.12,321.2,354.24,335.4,335.84,286.7
345.52,331.35,348.2,321.06,354.07,334.83,336.37,286.02
345.13,331.19,347.99,321.49,354.12,334.91,337.15,286.05
344.94,331.41,347.72,321.9,354.21,335.21,337.6,285.45
344.75,331.35,348.01,321.27,353.78,334.8,337.94,285.23
345.07,330.6,347.43,321.9,353.88,335.4,338.23,283.92
345.12,330.81,347.37,321.82,354.58,334.53,338.66,283.77
345.51,330.57,347.16,321.79,354.47,334.56,338.44,283.05
345.04,331.17,347.15,321.84,354.66,334.59,338.78,282.81
345.27,331.01,347.24,322.39,354.76,334.54,338.91,282.24
345.39,330.87,347.2,321.71,354.87,334.08,338.59,281.26
345.18,331.11,346.86,321.76,355.49,334.56,337.32,280.47
345.66,331.12,346.46,321.71,355.39,334.54,337.14,279.63
345.61,331.11,346.49,322.09,355.56,334.05,335.93,278.82
345.37,330.7,346.44,321.41,355.59,334.75,335.54,277.3
345.67,330.73,346.52,321.68,355.64,334.37,334.97,276.8
345.69,330.87,346.6,322.04,355.62,334.19,334.03,276.34
346.04,330.76,346.62,322.58,356.18,334.16,333.39,275.67
345.81,331.36,345.93,322.36,356.59,334.62,333.07,274.44
346.34,331.61,346.27,322.44,356.74,334.11,332.69,273.9
345.63,331.36,345.79,322.17,357.17,334.57,332.12,273.14
345.8,331.55,345.77,322.12,356.9,334.57,331.48,271.86
346.01,331.66,345.82,322.55,356.69,334.35,330.9,271.96
346.27,332.02,345.98,322.3,357.39,334.6,329.62,271.12
345.98,331.58,345.39,322.47,357.28,334.52,328.57,270.31
346.25,331.72,345.37,322.44,357.79,334.35,328.04,269.73
346.06,331.53,345.48,322.55,358.3,334.33,327.08,269.18
346.03,332.1,345.23,322.77,358.28,334.54,325.7,268.64
345.98,332.1,345.04,322.53,358.54,334.46,324.96,267.23
346.12,331.61,344.79,322.69,358.75,333.57,323.76,266.55
346.09,332.35,344.84,322.36,358.91,334.22,323.77,265.65
346.33,332.24,344.56,322.61,358.86,333.9,322.42,265.68
346.12,332.24,344.39,322.55,359.05,334.38,321.27,264.97
346.09,332.37,344.42,322.42,359.41,334.17,320.52,264.51
346.33,332.16,344.63,322.69,359.64,334.74,319.8,264.19
346.01,332.75,344.56,322.55,360.36,334.39,318.29,263.8
346.01,331.99,344.37,322.5,360.36,333.82,317.27,263.64
345.88,332.38,343.67,322.91,360.25,334.25,317.41,263.91
346.33,332.32,343.94,322.66,360.71,334.09,316.33,262.97
345.87,332.1,344.1,322.26,361.2,333.79,315.77,263.27
345.9,331.94,343.85,322.45,361.33,334.39,314.72,263.05
345.69,332.05,344.01,322.69,361.41,334.06,314.11,262.61
346.34,332.51,343.77,322.48,361.43,333.68,313.49,262.8
345.58,332.07,343.67,322.23,361.63,334.19,313.22,262.85
345.63,332.59,343.18,322.85,362.32,334.03,311.88,263.17
345.1,332.13,343.5,322.53,362.27,333.32,311.55,262.9
345.21,332.48,342.99,322.29,362.43,333.76,310.75,262.36
345.34,332.16,343.03,322.42,362.62,333.54,310.26,262.52
345.64,332.21,343.32,322.48,362.82,333.52,309.69,262.68
345.1,332.16,343.13,322.4,362.8,333.38,308.91,263.24
345.21,331.99,343.1,322.1,362.72,333.24,308.8,263.06
344.62,331.97,343.24,322.2,363.56,333.33,308.29,263.27
344.91,331.59,343.16,322.4,363.51,333.27,308.34,263.33
344.81,331.83,343.4,322.97,363.21,333.3,308.26,264.17
344.88,331.83,343.21,322.29,363.67,334,307.69,263.84
344.97,331.81,343.02,321.93,363.68,333.95,307.14,264.39
344.64,331.74,343.47,322.29,363.61,333.68,307.23,265.42
344.59,331.51,343.48,322.24,363.37,333.7,306.74,265.89
344.89,331.56,343.02,322.26,363.27,333.79,306.55,266.15
344.4,332.05,343.42,322.76,363.11,333.46,305.86,266.67
344.54,332.08,343.9,322.4,363.33,333.54,306.16,266.63
344.32,331.61,343.4,322.75,363.38,333.68,305.46,266.4
344.22,331.45,343.2,323.05,363.76,334.06,305.36,266.2
344.54,331.26,343.75,322.73,363.72,334.03,305.42,266.92
344.48,331.34,343.64,323.16,363.65,334.19,305.15,267.44
344.21,331.51,343.43,322.98,363.33,334.05,305.3,267.91
344.26,331.07,343.88,323.35,363.01,334.41,304.89,268.34
344.37,331.13,343.4,322.94,363.44,334.46,304.69,268.66
343.56,331.18,343.91,322.89,363.17,334.35,304.81,268.75
344.19,331.27,344.04,323.25,363.44,334.84,304.39,268.9
343.48,330.89,343.99,323.28,363.09,334.68,304.11,269.42
343.43,331.22,344.37,323.68,362.98,335.22,304.63,269.6
344.13,331.46,343.96,323.58,363.03,334.98,305.29,269.71
343.73,331.1,344.23,324.12,362.8,334.98,305.21,270.26
343.38,331.05,343.99,324.03,362.66,335.31,305.42,270.37
343.41,330.8,344.5,323.98,362.87,335.31,306,270.56
343.54,331.16,344.28,324.12,362.42,335.25,306.16,271.13
343,330.67,344.43,324.2,362.83,335.53,306.54,271.19
343.4,330.45,344.96,324.41,362.63,335.41,306.94,271.52
343.62,330.56,344.66,324.76,362.64,335.49,307.04,271.22
343.4,330.75,345.04,325.01,362.56,335.25,306.98,271.81
342.84,331.16,345.25,325.31,362.1,335.33,307.44,272.63
342.76,330.97,344.88,324.74,362.37,335.09,307.46,272.58
342.84,330.92,345.38,325.75,361.93,335.28,308.05,272.45
342.67,330.97,344.5,325.5,362.23,335.01,308.44,272.4
342.72,330.92,344.9,326.18,362.1,335.25,308.11,272.67
342.73,331.11,344.93,326.08,362.37,334.93,308.9,272.73
343.13,330.67,344.8,325.45,362.12,334.95,308.78,273.38
342.48,330.78,345.17,326.26,362.15,335.36,308.88,273.55
342.59,330.75,344.77,326.28,362.13,334.9,308.92,274.2
342.14,331,344.93,326.28,362.18,334.61,308.97,274.33
342.51,330.75,345.29,326.66,361.91,334.52,309.73,274.72
342.81,330.87,344.71,326.75,361.59,334.9,309,274.47
342.53,330.82,344.94,326.7,361.45,334.14,309.41,275.07
342.99,331.33,344.65,326.91,361.72,334.42,308.8,275.43
342.99,331.14,343.91,327,361.68,334.03,308.79,275.91
342.59,331.03,344.58,327.21,361.58,334.01,308.57,275.66
342.34,330.85,344.43,327,361.83,334.15,308.27,276.34
342.88,331.22,344.8,327.11,361.72,333.68,307.78,276.88
342.64,331.47,344.45,327.35,361.51,333.76,307.35,276.77
342.56,331.56,344.5,327.89,361.24,333.46,306.75,277.83
342.31,331.26,344.75,327.3,361.64,333,306.51,278
342.88,332.05,344.23,327.43,361.13,333.06,306.19,278.37
342.88,331.45,344.22,328.03,361.07,332.68,305.6,278.91
342.31,331.89,344.27,327.43,361.34,333.14,305.9,279.35
342.28,331.75,344.3,327.68,361.34,332.54,304.76,279.75
342.29,331.51,344.24,328.06,361.5,332.35,305.67,279.97
342.31,331.94,344.34,327.63,361.2,331.86,305.67,280.24
342.44,332.24,343.64,327.81,361.08,331.78,305.53,280.54
342.26,332.19,343.64,327.7,360.96,331.78,305.93,281.11
342.42,332.13,343.78,327.97,361.69,331.75,306.04,280.68
342.36,332.57,344.02,328.03,361.05,331.52,306.29,281.49
342.55,331.83,344,328.09,361.61,331.3,306.5,282.12
342.39,332.3,343.75,328.36,361.45,331.59,306.66,282.69
342.45,332.14,343.35,328.68,361.56,331.3,307.36,283.04
